# qVector, xVector, total number of 2-copies, success probabilities, total copies consumed
5.066666666666667096e-01	6.666666666666667095e-03	2.433333333333333182e-01	2.433333333333333182e-01	5.133333333333334192e-01	7.500000000000000000e-01	7.500000000000000000e-01	8.283750400000000000e+07	2.501777777777777767e-01	3.125000000000000000e-01	3.125000000000000000e-01	1.000000000000000000e+06
5.133333333333333082e-01	6.666666666666667095e-03	2.400000000000000189e-01	2.400000000000000189e-01	5.200000000000000178e-01	7.533333333333332993e-01	7.533333333333332993e-01	2.569011200000000000e+07	2.504000000000000115e-01	3.141777777777777780e-01	3.141777777777777780e-01	1.000000000000000000e+06
5.200000000000000178e-01	6.666666666666667095e-03	2.366666666666666641e-01	2.366666666666666641e-01	5.266666666666667274e-01	7.566666666666667096e-01	7.566666666666667096e-01	1.232076800000000000e+07	2.507111111111111068e-01	3.158777777777778129e-01	3.158777777777778129e-01	1.000000000000000000e+06
5.266666666666666163e-01	6.666666666666667095e-03	2.333333333333333648e-01	2.333333333333333648e-01	5.333333333333333259e-01	7.600000000000000089e-01	7.600000000000000089e-01	7.208960000000000000e+06	2.511111111111111183e-01	3.175999999999999934e-01	3.175999999999999934e-01	1.000000000000000000e+06
5.333333333333333259e-01	6.666666666666667095e-03	2.300000000000000100e-01	2.300000000000000100e-01	5.400000000000000355e-01	7.633333333333333082e-01	7.633333333333333082e-01	4.718592000000000000e+06	2.515999999999999903e-01	3.193444444444444308e-01	3.193444444444444308e-01	1.000000000000000000e+06
5.400000000000000355e-01	6.666666666666667095e-03	2.266666666666666552e-01	2.266666666666666552e-01	5.466666666666667451e-01	7.666666666666667185e-01	7.666666666666667185e-01	3.375104000000000000e+06	2.521777777777777785e-01	3.211111111111111249e-01	3.211111111111111249e-01	1.000000000000000000e+06
5.466666666666666341e-01	6.666666666666667095e-03	2.233333333333333559e-01	2.233333333333333559e-01	5.533333333333333437e-01	7.700000000000000178e-01	7.700000000000000178e-01	2.523136000000000000e+06	2.528444444444444272e-01	3.228999999999999648e-01	3.228999999999999648e-01	1.000000000000000000e+06
5.533333333333333437e-01	6.666666666666667095e-03	2.200000000000000011e-01	2.200000000000000011e-01	5.600000000000000533e-01	7.733333333333333171e-01	7.733333333333333171e-01	1.966080000000000000e+06	2.535999999999999921e-01	3.247111111111110615e-01	3.247111111111110615e-01	1.000000000000000000e+06
5.600000000000000533e-01	6.666666666666667095e-03	2.166666666666666463e-01	2.166666666666666463e-01	5.666666666666667629e-01	7.766666666666667274e-01	7.766666666666667274e-01	1.572864000000000000e+06	2.544444444444444731e-01	3.265444444444445260e-01	3.265444444444445260e-01	1.000000000000000000e+06
5.666666666666666519e-01	6.666666666666667095e-03	2.133333333333333470e-01	2.133333333333333470e-01	5.733333333333333615e-01	7.800000000000000266e-01	7.800000000000000266e-01	1.294336000000000000e+06	2.553777777777777591e-01	3.284000000000000252e-01	3.284000000000000252e-01	1.000000000000000000e+06
5.733333333333333615e-01	6.666666666666667095e-03	2.099999999999999922e-01	2.099999999999999922e-01	5.800000000000000711e-01	7.833333333333333259e-01	7.833333333333333259e-01	1.081344000000000000e+06	2.564000000000000168e-01	3.302777777777777812e-01	3.302777777777777812e-01	1.000000000000000000e+06
