# w, pEmpirical, wEstimated, pEstimatedErr, deltaHoeffding
3.300000000000000155e-02	4.497209999999999819e-01	3.385416666666666435e-02	3.964950936597655407e-03	4.296081774599891379e-03	2.222689137452501019e-14
6.600000000000000311e-02	4.368290000000000228e-01	6.510416666666665741e-02	4.024238229395182831e-03	3.969591267423966396e-03	2.914550636448892347e-14
9.900000000000000466e-02	4.234789999999999943e-01	1.015625000000000000e-01	2.930420029942815141e-03	4.751672383435157077e-03	3.476262214197557000e-08
1.320000000000000062e-01	4.110240000000000005e-01	1.328125000000000000e-01	3.457301538083545900e-03	3.957587660915640182e-03	4.150246217354081068e-11
1.650000000000000078e-01	3.994949999999999890e-01	1.640625000000000000e-01	3.475688068691085153e-03	3.671997915929980927e-03	3.408568490311173938e-11
1.980000000000000093e-01	3.872550000000000159e-01	2.005208333333333148e-01	2.814318980016272675e-03	4.021629921163338839e-03	1.319579435326930925e-07
2.310000000000000109e-01	3.766740000000000088e-01	2.317708333333333148e-01	2.789299725967364640e-03	3.779445960834182383e-03	1.746671489154125332e-07
2.640000000000000124e-01	3.660200000000000120e-01	2.630208333333333148e-01	3.254785494383738431e-03	3.046756978039077968e-03	9.280934761553683657e-09
2.970000000000000417e-01	3.557520000000000127e-01	2.942708333333333148e-01	3.751776285267072186e-03	2.282562972777790744e-03	2.982428899567044357e-05
3.300000000000000155e-01	3.454729999999999746e-01	3.307291666666666297e-01	3.158945500247367644e-03	2.563656674355485610e-03	1.958028371073674328e-06
3.629999999999999893e-01	3.370429999999999815e-01	3.619791666666666297e-01	2.722530506473974654e-03	2.732868453750925131e-03	6.903924314292557116e-07
3.960000000000000187e-01	3.281479999999999952e-01	3.932291666666666297e-01	3.168620535166533081e-03	2.019575210679969146e-03	2.866176596153460375e-04
4.290000000000000480e-01	3.201620000000000021e-01	4.270833333333333148e-01	2.472777553408300744e-03	2.425948043528414200e-03	1.261505194362835740e-05
4.620000000000000218e-01	3.119779999999999776e-01	4.609375000000000000e-01	2.464923104960770051e-03	2.144332343065935564e-03	1.066911020841881746e-04
4.949999999999999956e-01	3.046280000000000099e-01	4.921875000000000000e-01	2.688112371463158290e-03	1.653939862185094256e-03	4.207408626254479853e-03
5.280000000000000249e-01	2.979299999999999726e-01	5.286458333333332593e-01	1.599179807999340230e-03	2.431135342207624284e-03	6.014816596248276533e-03
5.610000000000000542e-01	2.909120000000000039e-01	5.651041666666666297e-01	1.398517969558921159e-03	2.320060097206477767e-03	2.002747924475553956e-02
5.940000000000000835e-01	2.854499999999999815e-01	5.911458333333332593e-01	2.052251794156745301e-03	1.443656927293757164e-03	1.569834614538006407e-02
6.270000000000000018e-01	2.799260000000000081e-01	6.276041666666666297e-01	1.331768341470751515e-03	1.852403296537741273e-03	2.985076828020927220e-02
