# w, pEmpirical, wEstimated, pEstimatedErr, deltaHoeffding
3.300000000000000155e-02	4.514400000000000079e-01	2.864583333333333218e-02	4.443709338656676167e-03	3.862598864594724013e-03	6.986138925090217000e-02
6.600000000000000311e-02	4.382800000000000029e-01	5.989583333333332871e-02	4.700260385515964145e-03	3.338820744172577015e-03	1.196298123091292798e-01
9.900000000000000466e-02	4.245800000000000129e-01	9.635416666666665741e-02	3.873963683549530579e-03	3.853352526982045667e-03	1.010319956477029879e-01
1.320000000000000062e-01	4.110599999999999810e-01	1.328125000000000000e-01	3.435988448796167827e-03	3.979562842578554527e-03	1.364202930479127829e-01
1.650000000000000078e-01	3.992899999999999783e-01	1.640625000000000000e-01	3.694347170462797258e-03	3.453977047348733009e-03	1.572404792266633988e-01
1.980000000000000093e-01	3.882599999999999940e-01	1.953125000000000000e-01	3.630248194571972231e-03	3.250848949676865551e-03	1.924677269500323917e-01
2.310000000000000109e-01	3.734799999999999787e-01	2.421875000000000000e-01	2.551991547814713712e-03	3.928264986089391453e-03	3.175153313726444271e-01
2.640000000000000124e-01	3.641499999999999737e-01	2.682291666666666297e-01	3.477792871434959299e-03	2.779774434499726610e-03	3.022301548878121302e-01
2.970000000000000417e-01	3.563600000000000101e-01	2.942708333333333148e-01	3.153554127306890109e-03	2.881323950658709609e-03	3.268967129094131341e-01
3.300000000000000155e-01	3.474400000000000266e-01	3.255208333333333148e-01	2.719214744925368965e-03	3.048436259477260712e-03	3.837970040331902810e-01
3.629999999999999893e-01	3.361199999999999743e-01	3.671875000000000000e-01	2.216272483326842124e-03	3.195075756325049809e-03	5.042292512160821971e-01
3.960000000000000187e-01	3.262100000000000000e-01	4.036458333333333148e-01	2.390113862156262314e-03	2.709469458338553682e-03	5.493406381447082376e-01
4.290000000000000480e-01	3.221300000000000274e-01	4.192708333333333148e-01	2.471450412434239574e-03	2.494519371279146913e-03	5.828318217425942915e-01
4.620000000000000218e-01	3.094199999999999728e-01	4.713541666666666297e-01	2.606468070548151328e-03	1.914123257226840735e-03	7.375598512584606858e-01
4.949999999999999956e-01	3.035499999999999865e-01	4.973958333333333148e-01	2.623916797982295268e-03	1.673985301823499583e-03	8.232922100275213984e-01
5.280000000000000249e-01	3.005099999999999993e-01	5.130208333333332593e-01	2.291566801923550223e-03	1.872721761100593074e-03	8.457302506799497799e-01
5.610000000000000542e-01	2.908999999999999919e-01	5.651041666666666297e-01	1.414295972248569289e-03	2.304614134837068562e-03	1.015966212971447069e+00
5.940000000000000835e-01	2.846799999999999886e-01	5.963541666666666297e-01	1.898656544366716936e-03	1.553026489156061896e-03	1.103589311481283142e+00
6.270000000000000018e-01	2.789599999999999858e-01	6.328125000000000000e-01	1.454804288535616053e-03	1.685113825830253376e-03	1.221589945521002640e+00
