# w, p, deltaHoeffdingNoiseless, deltaHoeffdingWithNoise
3.300000000000000155e-02	4.497209999999999819e-01	3.340657552083332871e-02	4.151785580862932257e-03	4.113074259707361069e-03	3.088087874552683170e-15
6.600000000000000311e-02	4.368290000000000228e-01	6.512451171875000000e-02	4.016019593790165487e-03	3.977635942603030550e-03	2.789013309859489327e-14
9.900000000000000466e-02	4.234789999999999943e-01	9.914143880208332871e-02	3.871964445624986872e-03	3.830829258450407782e-03	2.742233084784038271e-13
1.320000000000000062e-01	4.110240000000000005e-01	1.320800781250000000e-01	3.732088849433878863e-03	3.689062924902619667e-03	2.308572436793953607e-12
1.650000000000000078e-01	3.994949999999999890e-01	1.637369791666666574e-01	3.593438438102392052e-03	3.557030913335146316e-03	1.632029912803956456e-11
1.980000000000000093e-01	3.872550000000000159e-01	1.986897786458333148e-01	3.448713708008754875e-03	3.402891631513305093e-03	1.342045913628262643e-10
2.310000000000000109e-01	3.766740000000000088e-01	2.302042643229166574e-01	3.311041476830811625e-03	3.271099162774904201e-03	8.085574451243018161e-10
2.640000000000000124e-01	3.660200000000000120e-01	2.632853190104166297e-01	3.170336318503774731e-03	3.128944668380873040e-03	4.996310062654716178e-09
2.970000000000000417e-01	3.557520000000000127e-01	2.966308593750000000e-01	3.030817289189025043e-03	2.983342559436386043e-03	2.909148994950636383e-08
3.300000000000000155e-01	3.454729999999999746e-01	3.317057291666666297e-01	2.875550375590618657e-03	2.838701698563539377e-03	1.659028094485773417e-07
3.629999999999999893e-01	3.370429999999999815e-01	3.618774414062500000e-01	2.750715213555576799e-03	2.705553548799644048e-03	7.062833075440605124e-07
3.960000000000000187e-01	3.281479999999999952e-01	3.953653971354166297e-01	2.606304022645555829e-03	2.563625878467812313e-03	3.214931741463568180e-06
4.290000000000000480e-01	3.201620000000000021e-01	4.270833333333333148e-01	2.472777553408300744e-03	2.425948043528414200e-03	1.261505194362835740e-05
4.620000000000000218e-01	3.119779999999999776e-01	4.615478515625000000e-01	2.321730018100820470e-03	2.282306617145180017e-03	5.068787162186246583e-05
4.949999999999999956e-01	3.046280000000000099e-01	4.944661458333333148e-01	2.184780529849494890e-03	2.137788136083951240e-03	1.787063205847619633e-04
5.280000000000000249e-01	2.979299999999999726e-01	5.264892578125000000e-01	2.043977831098053866e-03	2.004777124267720367e-03	5.579244707688432942e-04
5.610000000000000542e-01	2.909120000000000039e-01	5.625203450520832593e-01	1.891398683433631600e-03	1.849272357437536929e-03	1.851636835893491180e-03
5.940000000000000835e-01	2.854499999999999815e-01	5.927734375000000000e-01	1.761361874478228895e-03	1.720630012889912130e-03	4.701883716843843417e-03
6.270000000000000018e-01	2.799260000000000081e-01	6.258544921875000000e-01	1.618466236758875354e-03	1.580665997888475172e-03	1.206439481763959230e-02
